lemma,reading,accent_type
インターネット,インターネット,0
インターバル,インターバル,0
インタビュー,インタビュー,1
インテリア,インテリア,1
インディーズ,インディーズ,0
インデックス,インデックス,0
インパクト,インパクト,1
インフラ,インフラ,1
インフレ,インフレ,1
ウェア,ウェア,1
ウェイト,ウェイト,1
ウェディング,ウェディング,1
ウェブ,ウェブ,1
ウェルネス,ウェルネス,0
ウォーター,ウォーター,1
ウォーミングアップ,ウォーミングアップ,0
ウォークイン,ウォークイン,0
ウイルス,ウイルス,1
ウイスキー,ウイスキー,0
ウィジェット,ウィジェット,0
ウィンドウ,ウィンドウ,0
ウィンドブレーカー,ウィンドブレーカー,0
ウエスタン,ウエスタン,0
ウエディング,ウエディング,1
ウオーキング,ウォーキング,1
ウクレレ,ウクレレ,0
エアコン,エアコン,1
エアバッグ,エアバッグ,0
エアブラシ,エアブラシ,0
エアライン,エアライン,0
エコ,エコ,1
エコノミー,エコノミー,1
エジソン,エジソン,0
エステ,エステ,1
エスニック,エスニック,0
エッセー,エッセー,1
エディター,エディター,1
エネルギー,エネルギー,0
エピソード,エピソード,0
エプロン,エプロン,1
エリア,エリア,1
エレベーター,エレベーター,0
エンジン,エンジン,1
エンジニア,エンジニア,0
エンタメ,エンタメ,0
エンディング,エンディング,1
エントリー,エントリー,1
オイル,オイル,1
オーガニック,オーガニック,0
オーケストラ,オーケストラ,0
オーダー,オーダー,1
オーディション,オーディション,0
オートメーション,オートメーション,0
オーバー,オーバー,1
オフィス,オフィス,1
オブジェ,オブジェ,1
オプション,オプション,1
オペラ,オペラ,1
オペレーション,オペレーション,0
オレンジ,オレンジ,1
オンライン,オンライン,0
オンデマンド,オンデマンド,0
オーナー,オーナー,1
カーソル,カーソル,1
カーテン,カーテン,1
カード,カード,1
カーネーション,カーネーション,0
カービング,カービング,1
カーブ,カーブ,1
カーペット,カーペット,0
カジュアル,カジュアル,0
カスタム,カスタム,1
カステラ,カステラ,0
カテゴリー,カテゴリー,1
カット,カット,1
カップ,カップ,1
カップル,カップル,1
カフェオレ,カフェオレ,0
カフェラテ,カフェラテ,0
カプセル,カプセル,1
カメラ,カメラ,1
カリキュラム,カリキュラム,0
カレンダー,カレンダー,0
カンファレンス,カンファレンス,0
ガイド,ガイド,1
ガイドライン,ガイドライン,0
ガジェット,ガジェット,0
ガソリン,ガソリン,0
ガチャ,ガチャ,1
ガッツポーズ,ガッツポーズ,0
ガラス,ガラス,1
ガルバニウム,ガルバニウム,0
キーホルダー,キーホルダー,0
キッチン,キッチン,1
キャスター,キャスター,1
キャッチ,キャッチ,1
キャップ,キャップ,1
キャプテン,キャプテン,1
キャベツ,キャベツ,1
キャリア,キャリア,1
キャンセル,キャンセル,0
キャンディー,キャンディー,1
キャンパス,キャンパス,1
キャンプ,キャンプ,1
ギア,ギア,1
ギター,ギター,1
ギフト,ギフト,1
ギャグ,ギャグ,1
ギャラリー,ギャラリー,1
ギャランティー,ギャランティー,0
ギャング,ギャング,1
クイズ,クイズ,1
クーラー,クーラー,1
クーポン,クーポン,1
クオリティー,クオリティー,0
クッキー,クッキー,1
クッション,クッション,1
クラウド,クラウド,1
クラシック,クラシック,0
クラス,クラス,1
クライアント,クライアント,0
クラフト,クラフト,1
グラウンド,グラウンド,1
グラス,グラス,1
グラタン,グラタン,0
グラビア,グラビア,1
グラフィック,グラフィック,0
グランプリ,グランプリ,0
グループ,グループ,1
グルメ,グルメ,1
グローバル,グローバル,0
グローブ,グローブ,1
ケア,ケア,1
ケーキ,ケーキ,1
ケース,ケース,1
ケチャップ,ケチャップ,0
ケット,ケット,1
ケミカル,ケミカル,0
ケータイ,ケータイ,1
コーラス,コーラス,1
コーチ,コーチ,1
コート,コート,1
コード,コード,1
コーナー,コーナー,1
コピー,コピー,1
コマーシャル,コマーシャル,0
コミカル,コミカル,0
コメント,コメント,1
コミュニケーション,コミュニケーション,0
コミュニティー,コミュニティー,0
コンタクト,コンタクト,1
コンテンツ,コンテンツ,0
コンディション,コンディション,0
コンテスト,コンテスト,1
コント,コント,1
コントラスト,コントラスト,0
コントロール,コントロール,0
コンドミニアム,コンドミニアム,0
コンビ,コンビ,1
コンビニ,コンビニ,1
コンプ,コンプ,1
コンプレックス,コンプレックス,0
コンプライアンス,コンプライアンス,6
コンポート,コンポート,1
コンポーネント,コンポーネント,0
コンサート,コンサート,1
コンサルタント,コンサルタント,0
コンサルティング,コンサルティング,1
コスパ,コスパ,1
コスメ,コスメ,1
コットン,コットン,1
コネクション,コネクション,0
コネクト,コネクト,1
コハク,コハク,0
ゴーグル,ゴーグル,1
ゴージャス,ゴージャス,0
ゴール,ゴール,1
ゴールデン,ゴールデン,0
ゴールド,ゴールド,1
ゴム,ゴム,1
サークル,サークル,1
サーバー,サーバー,1
サービス,サービス,1
サイド,サイド,1
サイト,サイト,1
サイレン,サイレン,0
サイン,サイン,1
サウナ,サウナ,1
サウンド,サウンド,1
サクセス,サクセス,1
サスペンス,サスペンス,0
サプリ,サプリ,1
サポート,サポート,1
サマリー,サマリー,1
サラダ,サラダ,1
サロン,サロン,1
サンダル,サンダル,1
サンプル,サンプル,1
シーツ,シーツ,1
シーズン,シーズン,1
シェア,シェア,1
シェフ,シェフ,1
システム,システム,1
シナリオ,シナリオ,0
シネマ,シネマ,1
シフト,シフト,1
シミュレーション,シミュレーション,0
シャツ,シャツ,1
シャドー,シャドー,1
シャワー,シャワー,1
シャーベット,シャーベット,0
ジャーナル,ジャーナル,0
ジャケット,ジャケット,0
ジャンル,ジャンル,1
ジャンボ,ジャンボ,1
ジュース,ジュース,1
ジュエリー,ジュエリー,0
ジム,ジム,1
ジレンマ,ジレンマ,0
スイーツ,スイーツ,1
スイッチ,スイッチ,1
スーツ,スーツ,1
スープ,スープ,1
スカート,スカート,1
スカイ,スカイ,1
スキャン,スキャン,1
スキル,スキル,1
スクリプト,スクリプト,1
スクリーン,スクリーン,0
スクール,スクール,1
スクエア,スクエア,1
スクラップ,スクラップ,0
スケジュール,スケジュール,0
スケッチ,スケッチ,1
スコア,スコア,1
スタイル,スタイル,1
スタジアム,スタジアム,0
スタッフ,スタッフ,1
スタンプ,スタンプ,1
スタンダード,スタンダード,0
ステージ,ステージ,1
ステーキ,ステーキ,1
ステータス,ステータス,0
ステップ,ステップ,1
ステレオ,ステレオ,0
ストア,ストア,1
ストッキング,ストッキング,0
ストップ,ストップ,1
ストレス,ストレス,1
ストロー,ストロー,1
ストロベリー,ストロベリー,0
ストーリー,ストーリー,1
スナック,スナック,1
スニーカー,スニーカー,0
スパイス,スパイス,1
スパゲッティ,スパゲッティ,0
スパム,スパム,1
スピーカー,スピーカー,0
スピード,スピード,1
スプリング,スプリング,1
スペース,スペース,1
スペイン,スペイン,0
スペシャル,スペシャル,0
スポーツ,スポーツ,1
スマート,スマート,0
スムーズ,スムーズ,0
スライド,スライド,1
スラックス,スラックス,0
スリッパ,スリッパ,0
スリム,スリム,1
セーター,セーター,0
セーフ,セーフ,1
セール,セール,1
セクション,セクション,1
セクハラ,セクハラ,1
セキュリティー,セキュリティー,0
セクシー,セクシー,1
セッション,セッション,1
セッティング,セッティング,1
セット,セット,1
セミナー,セミナー,1
セメント,セメント,0
セレクト,セレクト,1
セレブ,セレブ,1
セロリ,セロリ,1
センター,センター,1
ソース,ソース,1
ソファ,ソファ,1
ソフト,ソフト,1
ソフトウェア,ソフトウェア,0
ソロ,ソロ,1
タイアップ,タイアップ,0
タイプ,タイプ,1
タイマー,タイマー,1
タイミング,タイミング,1
タイトル,タイトル,1
タオル,タオル,1
タクシー,タクシー,1
タグ,タグ,1
タスク,タスク,1
タッチ,タッチ,1
タワー,タワー,1
ダイエット,ダイエット,0
ダイナミック,ダイナミック,0
ダイニング,ダイニング,1
ダウン,ダウン,1
ダイレクト,ダイレクト,0
ダクト,ダクト,1
ダッシュボード,ダッシュボード,0
ダブル,ダブル,1
ダメージ,ダメージ,1
ダイヤル,ダイヤル,1
ダイヤモンド,ダイヤモンド,0
ダンス,ダンス,1
ダンボール,ダンボール,0
チーズ,チーズ,1
チーム,チーム,1
チェック,チェック,1
チケット,チケット,1
チップ,チップ,1
チャイム,チャイム,1
チャット,チャット,1
チャンス,チャンス,1
チャンネル,チャンネル,1
チューブ,チューブ,1
チョーク,チョーク,1
ツアー,ツアー,1
ツイード,ツイード,0
ツール,ツール,1
テーマ,テーマ,1
テイクアウト,テイクアウト,0
テキスト,テキスト,1
テクニック,テクニック,0
テスト,テスト,1
テナント,テナント,0
テニス,テニス,1
テーブル,テーブル,1
テンション,テンション,1
テンプレート,テンプレート,0
ディーラー,ディーラー,0
ディスカウント,ディスカウント,0
ディスプレー,ディスプレー,0
ディテール,ディテール,0
ディナー,ディナー,1
データ,データ,1
デザート,デザート,1
デザイン,デザイン,1
デジタル,デジタル,1
デスク,デスク,1
デッキ,デッキ,1
デバッグ,デバッグ,0
デビュー,デビュー,1
デフォルト,デフォルト,0
デモ,デモ,1
デラックス,デラックス,0
トイレ,トイレ,1
トースト,トースト,1
トータル,トータル,0
トーク,トーク,1
トーン,トーン,1
トイ,トイ,1
トップ,トップ,1
トッピング,トッピング,1
トラブル,トラブル,1
トランク,トランク,1
トランス,トランス,1
トランプ,トランプ,1
トリック,トリック,0
トリミング,トリミング,1
トレイ,トレイ,1
トレーナー,トレーナー,0
トレンド,トレンド,1
ドア,ドア,1
ドライブ,ドライブ,1
ドライバー,ドライバー,0
ドラマ,ドラマ,1
ドリル,ドリル,1
ドレス,ドレス,1
ドロー,ドロー,1
ドローン,ドローン,0
ナイフ,ナイフ,1
ナイター,ナイター,0
ナチュラル,ナチュラル,0
ナビ,ナビ,1
ナプキン,ナプキン,1
ナンバー,ナンバー,1
ニット,ニット,1
ニュース,ニュース,1
ニュータウン,ニュータウン,0
ニュアンス,ニュアンス,0
ネイル,ネイル,1
ネクタイ,ネクタイ,1
ネットワーク,ネットワーク,0
ノイズ,ノイズ,1
ノート,ノート,1
ノック,ノック,1
ノベルティー,ノベルティー,0
ハーブ,ハーブ,1
ハード,ハード,1
ハードル,ハードル,1
ハイキング,ハイキング,1
ハイテンション,ハイテンション,0
ハイライト,ハイライト,0
ハウス,ハウス,1
ハンドル,ハンドル,1
ハンガー,ハンガー,1
バーコード,バーコード,0
バージョン,バージョン,1
バイク,バイク,1
バイキング,バイキング,1
バッグ,バッグ,1
バックアップ,バックアップ,4
バッジ,バッジ,1
バッテリー,バッテリー,0
バランス,バランス,1
バリエーション,バリエーション,0
バルコニー,バルコニー,1
バレエ,バレエ,1
バンド,バンド,1
パーカー,パーカー,0
パーセント,パーセント,0
パーツ,パーツ,1
パート,パート,1
パイプ,パイプ,1
パイロット,パイロット,0
パイン,パイン,1
パウダー,パウダー,0
パソコン,パソコン,1
パターン,パターン,1
パック,パック,1
パネル,パネル,1
パフェ,パフェ,1
パフォーマンス,パフォーマンス,0
パラメーター,パラメーター,0
パラレル,パラレル,0
パリ,パリ,1
パレット,パレット,1
パンツ,パンツ,1
パンフレット,パンフレット,0
ヒアリング,ヒアリング,1
ヒーター,ヒーター,0
ヒット,ヒット,1
ヒップ,ヒップ,1
ビーズ,ビーズ,1
ビーチ,ビーチ,1
ビール,ビール,1
ビギナー,ビギナー,0
ビジネス,ビジネス,1
ビジュアル,ビジュアル,0
ビスケット,ビスケット,0
ビタミン,ビタミン,1
ビデオ,ビデオ,1
ビニール,ビニール,0
ビル,ビル,1
ビンテージ,ビンテージ,0
ピアス,ピアス,1
ピアノ,ピアノ,0
ピクルス,ピクルス,0
ピクニック,ピクニック,1
ピザ,ピザ,1
ピックアップ,ピックアップ,0
ピッチ,ピッチ,1
ピンチ,ピンチ,1
ファイル,ファイル,1
ファッション,ファッション,1
ファスナー,ファスナー,0
ファミリー,ファミリー,1
ファン,ファン,1
フィードバック,フィードバック,1
フィールド,フィールド,1
フィルター,フィルター,0
フィルム,フィルム,1
フィンランド,フィンランド,0
フェア,フェア,1
フェイス,フェイス,1
フェス,フェス,1
フェリー,フェリー,1
フォーク,フォーク,1
フォーム,フォーム,1
フォロー,フォロー,1
フォント,フォント,1
フード,フード,1
ファイト,ファイト,1
フライ,フライ,1
フラワー,フラワー,1
フランス,フランス,0
フリー,フリー,1
フリース,フリース,1
フリル,フリル,1
フルーツ,フルーツ,1
フレーズ,フレーズ,1
フレーム,フレーム,1
フレッシュ,フレッシュ,1
フローリング,フローリング,1
ブース,ブース,1
ブーツ,ブーツ,1
ブーム,ブーム,1
ブザー,ブザー,1
ブラウス,ブラウス,1
ブラウン,ブラウン,1
ブラック,ブラック,0
ブランド,ブランド,1
ブランケット,ブランケット,0
ブランチ,ブランチ,1
ブリーフィング,ブリーフィング,1
ブレーキ,ブレーキ,1
ブレンド,ブレンド,1
プレー,プレー,1
プレート,プレート,1
プレイ,プレイ,1
プレイヤー,プレイヤー,0
プレゼント,プレゼント,0
プログラム,プログラム,0
プロジェクト,プロジェクト,2
プロセス,プロセス,1
プロフィール,プロフィール,0
プロペラ,プロペラ,1
プラン,プラン,1
プリント,プリント,1
プリン,プリン,0
プレビュー,プレビュー,1
プラス,プラス,1
プラモデル,プラモデル,0
プラント,プラント,1
プランニング,プランニング,1
プレス,プレス,1
プレビュー版,プレビューバン,0
ヘア,ヘア,1
ヘッダー,ヘッダー,1
ヘッドホン,ヘッドホン,0
ヘルシー,ヘルシー,1
ヘルプ,ヘルプ,1
ベース,ベース,1
ベージュ,ベージュ,1
ベスト,ベスト,1
ベテラン,ベテラン,0
ベビー,ベビー,1
ベランダ,ベランダ,0
ペア,ペア,1
ペイント,ペイント,1
ペース,ペース,1
ペダル,ペダル,1
ペット,ペット,1
ペナルティー,ペナルティー,0
ペーパー,ペーパー,1
ホテル,ホテル,1
ホール,ホール,1
ホーム,ホーム,1
ホイール,ホイール,1
ホース,ホース,1
ホット,ホット,1
ホテルマン,ホテルマン,0
ホラー,ホラー,1
ホワイト,ホワイト,0
ボイス,ボイス,1
ボウル,ボウル,1
ボーダー,ボーダー,0
ボーナス,ボーナス,1
ボール,ボール,1
ボタン,ボタン,0
ボックス,ボックス,1
ボディー,ボディー,1
ボディ,ボディ,1
ボトル,ボトル,1
ボリューム,ボリューム,0
ポイント,ポイント,1
ポーズ,ポーズ,1
ポータル,ポータル,1
ポーチ,ポーチ,1
ポスター,ポスター,0
ポスト,ポスト,1
ポテト,ポテト,1
ポテンシャル,ポテンシャル,0
ポニー,ポニー,1
ポリシー,ポリシー,1
ポンプ,ポンプ,1
マーク,マーク,1
マイナー,マイナー,1
マイク,マイク,1
マイクロ,マイクロ,1
マイペース,マイペース,0
マガジン,マガジン,1
マシン,マシン,1
マジック,マジック,0
マスタード,マスタード,0
マスク,マスク,1
マスター,マスター,1
マッサージ,マッサージ,1
マット,マット,1
マニュアル,マニュアル,0
マネージャー,マネージャー,0
マネキン,マネキン,0
マフラー,マフラー,0
マラソン,マラソン,1
マリン,マリン,1
マンション,マンション,1
ミーティング,ミーティング,1
ミックス,ミックス,1
ミッション,ミッション,1
ミディアム,ミディアム,0
ミネラル,ミネラル,1
ミュージアム,ミュージアム,0
ミュージカル,ミュージカル,1
ミラー,ミラー,1
メール,メール,1
メイン,メイン,1
メーター,メーター,1
メカニズム,メカニズム,0
メガネ,メガネ,1
メッセージ,メッセージ,1
メディア,メディア,1
メニュー,メニュー,1
メモ,メモ,1
メロディー,メロディー,1
モーター,モーター,1
モジュール,モジュール,1
モデル,モデル,1
モニター,モニター,0
モノクロ,モノクロ,0
モバイル,モバイル,0
モラル,モラル,1
モンブラン,モンブラン,0
ユーザー,ユーザー,0
ユース,ユース,1
ユニーク,ユニーク,1
ユニット,ユニット,1
ユニフォーム,ユニフォーム,0
ユーモア,ユーモア,1
ライター,ライター,1
ライセンス,ライセンス,0
ライフ,ライフ,1
ライブ,ライブ,1
ライブラリー,ライブラリー,1
ライバル,ライバル,1
ライン,ライン,1
ラウンド,ラウンド,1
ラウンジ,ラウンジ,1
ラグビー,ラグビー,1
ラケット,ラケット,1
ラジオ,ラジオ,1
ラジエーター,ラジエーター,0
ラスト,ラスト,1
ラッピング,ラッピング,1
ラベル,ラベル,1
ランク,ランク,1
ランチ,ランチ,1
ランプ,ランプ,1
ランニング,ランニング,1
リアクション,リアクション,0
リアル,リアル,1
リード,リード,1
リーダー,リーダー,1
リクエスト,リクエスト,0
リサイクル,リサイクル,0
リサーチ,リサーチ,1
リスク,リスク,1
リズム,リズム,1
リゾート,リゾート,1
リターン,リターン,1
リッチ,リッチ,1
リップ,リップ,1
リビング,リビング,1
リピーター,リピーター,0
リフォーム,リフォーム,0
リフレッシュ,リフレッシュ,0
リボン,リボン,1
リモート,リモート,0
ルーズ,ルーズ,1
ルート,ルート,1
ルール,ルール,1
ルーム,ルーム,1
ルックス,ルックス,0
レア,レア,1
レイアウト,レイアウト,0
レギュラー,レギュラー,0
レコード,レコード,1
レジャー,レジャー,1
レシート,レシート,0
レシピ,レシピ,1
レストラン,レストラン,0
レタス,レタス,1
レッスン,レッスン,1
レベル,レベル,1
レビュー,レビュー,1
レポート,レポート,0
レモン,レモン,1
レンジ,レンジ,1
レンタカー,レンタカー,0
ローカル,ローカル,0
ローテーション,ローテーション,0
ロゴ,ロゴ,1
ロジック,ロジック,0
ロッカー,ロッカー,0
ロック,ロック,1
ロビー,ロビー,1
ロボット,ロボット,1
ワイン,ワイン,1
ワゴン,ワゴン,1
ワックス,ワックス,1
ワンピース,ワンピース,0
ワンマン,ワンマン,0
ワールド,ワールド,1
アカデミー,アカデミー,1
アクア,アクア,1
アクティブ,アクティブ,0
アシンメトリー,アシンメトリー,0
アセスメント,アセスメント,0
アドリブ,アドリブ,1
アニバーサリー,アニバーサリー,0
アバター,アバター,1
アピール,アピール,1
アフタヌーン,アフタヌーン,0
アメリカーノ,アメリカーノ,0
アメニティー,アメニティー,0
アラカルト,アラカルト,0
アルコール,アルコール,0
アルバム,アルバム,0
アンカー,アンカー,1
アンティーク,アンティーク,0
アンニュイ,アンニュイ,0
イコライザー,イコライザー,0
イメチェン,イメチェン,0
インサート,インサート,1
インパルス,インパルス,0
インベントリー,インベントリー,0
ウェルカム,ウェルカム,1
ウォレット,ウォレット,0
ウエハース,ウエハース,0
ウッド,ウッド,1
エアリー,エアリー,1
エキストラ,エキストラ,1
エコバッグ,エコバッグ,0
エスコート,エスコート,0
エッジ,エッジ,1
エピローグ,エピローグ,0
エレガント,エレガント,0
エレメント,エレメント,0
エンブレム,エンブレム,0
オイルヒーター,オイルヒーター,0
オプショナル,オプショナル,0
オムレツ,オムレツ,0
オリエンテーション,オリエンテーション,0
オルゴール,オルゴール,0
オンエア,オンエア,0
オンシーズン,オンシーズン,0
カーディガン,カーディガン,0
カーナビ,カーナビ,1
カーブミラー,カーブミラー,0
カクテルグラス,カクテルグラス,0
カスタマー,カスタマー,1
カスタード,カスタード,0
カタログ,カタログ,0
カフェイン,カフェイン,0
カプチーノ,カプチーノ,0
カメオ,カメオ,1
カラー,カラー,1
カルテ,カルテ,1
カルチャー,カルチャー,1
カレッジ,カレッジ,0
カンニング,カンニング,1
ガード,ガード,1
ガレージ,ガレージ,0
キックオフ,キックオフ,0
キッチュ,キッチュ,1
キャッシュ,キャッシュ,1
キャッチコピー,キャッチコピー,0
キャラメル,キャラメル,0
キャロット,キャロット,0
キャンドル,キャンドル,1
キュレーション,キュレーション,0
キルト,キルト,1
ギミック,ギミック,0
クーリング,クーリング,1
クッショニング,クッショニング,0
クライマックス,クライマックス,0
クラッカー,クラッカー,0
クリア,クリア,1
クリップ,クリップ,1
クリニック,クリニック,0
クリーム,クリーム,1
クルーズ,クルーズ,1
クレジット,クレジット,0
クレバー,クレバー,1
クロゼット,クロゼット,0
クロワッサン,クロワッサン,0
グッズ,グッズ,1
グラスホッパー,グラスホッパー,0
グラマー,グラマー,1
グラフィカル,グラフィカル,0
グリーン,グリーン,1
グリップ,グリップ,1
グリル,グリル,1
グレー,グレー,1
ケータリング,ケータリング,0
ケーブル,ケーブル,1
ケアレスミス,ケアレスミス,0
ゲームセンター,ゲームセンター,0
ゲスト,ゲスト,1
コイン,コイン,1
コネクタ,コネクタ,0
コラボ,コラボ,1
コルク,コルク,1
コンセプト,コンセプト,0
コンソメ,コンソメ,0
コンタクトレンズ,コンタクトレンズ,0
コントラバス,コントラバス,0
コンバージョン,コンバージョン,1
コーディネート,コーディネート,0
コーヒーメーカー,コーヒーメーカー,0
ゴーカート,ゴーカート,0
ゴシック,ゴシック,0
ゴンドラ,ゴンドラ,1
サイダー,サイダー,1
サイドテーブル,サイドテーブル,0
サイネージ,サイネージ,0
サブスク,サブスク,0
サブタイトル,サブタイトル,0
サブバッグ,サブバッグ,0
サンド,サンド,1
サンドイッチ,サンドイッチ,0
サンプラー,サンプラー,0
シナモン,シナモン,0
シャンデリア,シャンデリア,0
シャンプー,シャンプー,1
シュークリーム,シュークリーム,0
ショート,ショート,1
ショーケース,ショーケース,0
シルエット,シルエット,0
シルバー,シルバー,1
シンプル,シンプル,1
ジェラート,ジェラート,0
ジェンダー,ジェンダー,1
ジェントルマン,ジェントルマン,0
ジオラマ,ジオラマ,0
ジャズ,ジャズ,1
ジャスミン,ジャスミン,0
ジャム,ジャム,1
ジュニア,ジュニア,1
ジョイント,ジョイント,1
ジンジャー,ジンジャー,1
スイング,スイング,1
スカーフ,スカーフ,1
スカッシュ,スカッシュ,0
スキャナー,スキャナー,0
スクリュー,スクリュー,0
スクロール,スクロール,0
スタジオ,スタジオ,0
スタミナ,スタミナ,1
スタンバイ,スタンバイ,0
スチール,スチール,1
ステッカー,ステッカー,0
ステンレス,ステンレス,0
ストック,ストック,1
ストライプ,ストライプ,0
ストレート,ストレート,0
スパイシー,スパイシー,1
スパナ,スパナ,1
スピーシー,スピーシー,0
スプーン,スプーン,1
スポンジ,スポンジ,0
スマイル,スマイル,1
スラック,スラック,1
センサー,センサー,1
セピア,セピア,1
セルフ,セルフ,1
セレモニー,セレモニー,0
センシティブ,センシティブ,0
ソーダ,ソーダ,1
ソックス,ソックス,1
ソファー,ソファー,1
ソプラノ,ソプラノ,0
ソムリエ,ソムリエ,0
タイツ,タイツ,1
タイピング,タイピング,1
タイムリー,タイムリー,1
タコス,タコス,1
タピオカ,タピオカ,0
タブレット,タブレット,0
タペストリー,タペストリー,0
タワシ,タワシ,1
ダイヤ,ダイヤ,1
ダイレクトメール,ダイレクトメール,0
ダブルベッド,ダブルベッド,0
ダブルワーク,ダブルワーク,0
チェックリスト,チェックリスト,0
チェリー,チェリー,1
チーズケーキ,チーズケーキ,0
チップス,チップス,1
チャーム,チャーム,1
チャレンジ,チャレンジ,1
チョーカー,チョーカー,0
ツイン,ツイン,1
ツナ,ツナ,1
ティアラ,ティアラ,1
ティッシュ,ティッシュ,1
ティーポット,ティーポット,0
テイスティング,テイスティング,0
テスター,テスター,1
テーブルクロス,テーブルクロス,0
テラス,テラス,1
デコレーション,デコレーション,0
デニム,デニム,1
デリカシー,デリカシー,0
デンタル,デンタル,0
トライ,トライ,1
トラベル,トラベル,1
トリートメント,トリートメント,0
トレンドカラー,トレンドカラー,0
トロフィー,トロフィー,0
ドッキング,ドッキング,1
ドーナツ,ドーナツ,1
ドレスアップ,ドレスアップ,0
ナイロン,ナイロン,0
ナビゲーター,ナビゲーター,0
ナンセンス,ナンセンス,0
ニュータイプ,ニュータイプ,0
ニューフェイス,ニューフェイス,0
ネガティブ,ネガティブ,0
ネット,ネット,1
ノスタルジー,ノスタルジー,0
ノベル,ノベル,1
ノンアルコール,ノンアルコール,0
ハイブランド,ハイブランド,0
ハイライトカラー,ハイライトカラー,0
ハウリング,ハウリング,0
ハッシュタグ,ハッシュタグ,0
ハッシュドビーフ,ハッシュドビーフ,0
バスタオル,バスタオル,0
バニラ,バニラ,1
バルーン,バルーン,1
パーソナル,パーソナル,0
パズル,パズル,1
パトロール,パトロール,0
パフ,パフ,1
パレード,パレード,1
ヒアロニック,ヒアロニック,0
ヒロイン,ヒロイン,0
ビーフシチュー,ビーフシチュー,0
ビジョン,ビジョン,1
ビビッド,ビビッド,0
ピュア,ピュア,1
ピラフ,ピラフ,1
ファイナル,ファイナル,0
ファブリック,ファブリック,0
ファミレス,ファミレス,0
フェミニン,フェミニン,0
フォト,フォト,1
フォルダ,フォルダ,1
フライパン,フライパン,0
フロア,フロア,1
ブーツカット,ブーツカット,0
ブック,ブック,1
ブラシ,ブラシ,1
ブレザー,ブレザー,0
プレミアム,プレミアム,0
ヘルメット,ヘルメット,0
ベーカリー,ベーカリー,1
ベッド,ベッド,1
ペイントブラシ,ペイントブラシ,0
ペットボトル,ペットボトル,0
ボイスメモ,ボイスメモ,0
ポケット,ポケット,0
ポップ,ポップ,1
マイルド,マイルド,0
マカロニ,マカロニ,0
マグカップ,マグカップ,0
マスターキー,マスターキー,0
マスカラ,マスカラ,0
マッチング,マッチング,1
マリンブルー,マリンブルー,0
ミスト,ミスト,1
メンタル,メンタル,0
モーション,モーション,1
モダン,モダン,1
モノトーン,モノトーン,0
ユニセックス,ユニセックス,0
ラテ,ラテ,1
ラバー,ラバー,1
ラベンダー,ラベンダー,0
ラメ,ラメ,1
ランウェイ,ランウェイ,0
リネン,リネン,1
リマインド,リマインド,0
リムジン,リムジン,0
ルビー,ルビー,1
ルーペ,ルーペ,1
レーダー,レーダー,1
レザー,レザー,1
レモネード,レモネード,0
ローズ,ローズ,1
ローファー,ローファー,0
ロマン,ロマン,1
一石二鳥,イッセキニチョウ,0
一喜一憂,イッキイチユウ,0
一心同体,イッシンドウタイ,0
一進一退,イッシンイッタイ,0
一長一短,イッチョウイッタン,0
一朝一夕,イッチョウイッセキ,0
一念発起,イチネンホッキ,0
一網打尽,イチモウダジン,0
一目瞭然,イチモクリョウゼン,0
一攫千金,イッカクセンキン,0
一刀両断,イットウリョウダン,0
一触即発,イッショクソクハツ,0
一騎当千,イッキトウセン,0
一衣帯水,イチイタイスイ,0
一蓮托生,イチレンタクショウ,0
一挙一動,イッキョイチドウ,0
一挙両得,イッキョリョウトク,0
一問一答,イチモンイットウ,0
一日千秋,イチジツセンシュウ,0
一日一善,イチニチイチゼン,0
一日一歩,イチニチイッポ,0
一味同心,イチミドウシン,0
一所懸命,イッショケンメイ,0
一心不乱,イッシンフラン,0
一網無尽,イチモウムジン,0
一顧だにせず,イッコダニセズ,0
一線を画す,イッセンヲカクス,0
一本調子,イッポンヂョウシ,0
一文無し,イチモンナシ,0
一部始終,イチブシジュウ,0
一望千里,イチボウセンリ,0
一枚岩,イチマイイワ,3
一網打尽的,イチモウダジンテキ,0
一触即倒,イッショクソクトウ,0
一寸先は闇,イッスンサキハヤミ,0
一期一会,イチゴイチエ,0
一罰百戒,イチバツヒャッカイ,0
一部上場,イチブジョウジョウ,0
一糸乱れず,イッシミダレズ,0
一言居士,イチゲンコジ,0
一気呵成,イッキカセイ,0
一進一歩,イッシンイッポ,0
一宿一飯,イッシュクイッパン,0
一山当てる,ヒトヤマアテル,0
一旗揚げる,ヒトハタアゲル,0
一泡吹かせる,ヒトアワフカセル,0
一肌脱ぐ,ヒトハダヌグ,0
一役買う,ヒトヤクカウ,0
一巻の終わり,イッカンノオワリ,0
一矢報いる,イッシムクイル,0
一歩譲る,イッポユズル,0
一歩先んじる,イッポサキンジル,0
一歩間違う,イッポマチガウ,0
二束三文,ニソクサンモン,0
二枚目,ニマイメ,0
二の足を踏む,ニノアシヲフム,0
二股をかける,フタマタヲカケル,0
二転三転,ニテンサンテン,0
二律背反,ニリツハイハン,0
二者択一,ニシャタクイツ,0
二人三脚,ニニンサンキャク,0
二枚舌,ニマイジタ,0
二番煎じ,ニバンセンジ,0
二の句が継げない,ニノクガツゲナイ,0
二階から目薬,ニカイカラメグスリ,0
三寒四温,サンカンシオン,0
